epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,31960.2,2.4749,1.78429,2.42956,0.85889,0.77959,0.84466,0.57621,2.60327,1.76729,2.61268,0.00588769,0.00588769,0.00588769
137,32196,2.45424,1.77664,2.43472,0.85752,0.78159,0.84413,0.57661,2.59936,1.76871,2.611,0.00585723,0.00585723,0.00585723
138,32444.9,2.45558,1.78441,2.41851,0.86083,0.7778,0.84462,0.57741,2.59952,1.76528,2.61087,0.00582677,0.00582677,0.00582677
139,32685.6,2.44294,1.76817,2.42119,0.85632,0.78248,0.84476,0.57771,2.59724,1.76502,2.6099,0.00579631,0.00579631,0.00579631
140,32926.8,2.43139,1.76734,2.41214,0.85711,0.7836,0.84592,0.57829,2.59546,1.76263,2.61003,0.00576585,0.00576585,0.00576585
141,33170.9,2.43804,1.77616,2.41304,0.85737,0.78237,0.84574,0.5787,2.59518,1.75764,2.60981,0.00573538,0.00573538,0.00573538
142,33416.8,2.43548,1.77799,2.41859,0.85723,0.78115,0.84501,0.57816,2.59174,1.76165,2.60822,0.00570492,0.00570492,0.00570492
143,33659.8,2.43834,1.7776,2.41171,0.86241,0.77808,0.84527,0.57892,2.59077,1.75904,2.60658,0.00567446,0.00567446,0.00567446
144,33903,2.41182,1.74202,2.40143,0.85495,0.78449,0.84547,0.57947,2.58928,1.75806,2.60554,0.005644,0.005644,0.005644
145,34151.1,2.44437,1.77053,2.41267,0.85589,0.78362,0.8455,0.57884,2.58713,1.75894,2.60458,0.00561354,0.00561354,0.00561354
146,34393.8,2.43225,1.7482,2.40608,0.85504,0.7836,0.84528,0.57952,2.58553,1.75536,2.60387,0.00558308,0.00558308,0.00558308
147,34634.1,2.40675,1.73882,2.39841,0.85127,0.78694,0.84579,0.58009,2.58398,1.7544,2.60336,0.00555262,0.00555262,0.00555262
148,34872.3,2.41302,1.75032,2.40496,0.84756,0.7885,0.84578,0.58001,2.5829,1.75364,2.60218,0.00552215,0.00552215,0.00552215
149,35112.6,2.42516,1.75357,2.40505,0.84868,0.78805,0.84593,0.58049,2.58184,1.75398,2.59938,0.00549169,0.00549169,0.00549169
150,35357.3,2.40023,1.74845,2.39,0.84777,0.78895,0.84624,0.58096,2.58036,1.75314,2.59805,0.00546123,0.00546123,0.00546123
151,35594.7,2.40894,1.7288,2.39347,0.84871,0.78887,0.84641,0.58169,2.58045,1.75149,2.59833,0.00543077,0.00543077,0.00543077
152,35822.8,2.3934,1.73916,2.39226,0.85043,0.79051,0.84728,0.58277,2.57753,1.75242,2.59563,0.00540031,0.00540031,0.00540031
153,36070.2,2.39997,1.72469,2.38975,0.85113,0.79207,0.8474,0.58299,2.57419,1.75282,2.59341,0.00536985,0.00536985,0.00536985
154,36311.8,2.41324,1.72745,2.39877,0.85105,0.79162,0.8476,0.5831,2.57268,1.75054,2.59351,0.00533938,0.00533938,0.00533938
155,36555.3,2.38055,1.68972,2.37008,0.85477,0.78828,0.84761,0.58355,2.57088,1.74929,2.5919,0.00530892,0.00530892,0.00530892
156,36803.6,2.39486,1.74459,2.3872,0.85585,0.78601,0.84761,0.58353,2.57008,1.74646,2.59129,0.00527846,0.00527846,0.00527846
157,37041.2,2.3822,1.71343,2.38004,0.85605,0.78538,0.84744,0.58402,2.56906,1.74381,2.59091,0.005248,0.005248,0.005248
158,37283.7,2.37463,1.70696,2.38012,0.85737,0.7864,0.84772,0.58453,2.56853,1.74173,2.59001,0.00521754,0.00521754,0.00521754
159,37516.1,2.38855,1.69809,2.37823,0.85757,0.78805,0.84792,0.58502,2.56762,1.73948,2.58932,0.00518708,0.00518708,0.00518708
160,37756.3,2.39013,1.70847,2.37401,0.85948,0.78917,0.84823,0.58537,2.56691,1.73898,2.5878,0.00515662,0.00515662,0.00515662
161,37995.8,2.38009,1.70349,2.37849,0.86047,0.78752,0.84833,0.58558,2.56543,1.73694,2.58696,0.00512615,0.00512615,0.00512615
162,38229.3,2.37235,1.69302,2.36569,0.85861,0.7885,0.84836,0.58593,2.56286,1.73785,2.58579,0.00509569,0.00509569,0.00509569
163,38457.9,2.35723,1.67233,2.36713,0.85509,0.79073,0.84804,0.58607,2.56145,1.73707,2.58535,0.00506523,0.00506523,0.00506523
164,38695.9,2.36717,1.69851,2.37351,0.85559,0.78961,0.84817,0.58658,2.55924,1.73741,2.58424,0.00503477,0.00503477,0.00503477
165,38936.9,2.36599,1.69203,2.36372,0.85511,0.7914,0.84826,0.58697,2.55861,1.73425,2.58325,0.00500431,0.00500431,0.00500431
166,39176.2,2.37688,1.69206,2.372,0.85437,0.79006,0.84817,0.58726,2.55605,1.73461,2.58265,0.00497385,0.00497385,0.00497385
167,39415.2,2.37823,1.69323,2.36273,0.85529,0.79034,0.8483,0.58809,2.55388,1.73478,2.58073,0.00494338,0.00494338,0.00494338
168,39653.4,2.35337,1.65786,2.35688,0.8569,0.79005,0.84801,0.58866,2.55256,1.73295,2.58043,0.00491292,0.00491292,0.00491292
169,39899.4,2.35657,1.67486,2.35617,0.85895,0.78917,0.84895,0.58935,2.55047,1.73252,2.57867,0.00488246,0.00488246,0.00488246
170,40138.7,2.35851,1.68209,2.35567,0.85924,0.78895,0.84922,0.58994,2.54907,1.72953,2.57908,0.004852,0.004852,0.004852
171,40378.9,2.3318,1.64578,2.35098,0.85713,0.78752,0.84873,0.58978,2.54714,1.72887,2.57864,0.00482154,0.00482154,0.00482154
172,40627.8,2.33751,1.65159,2.35375,0.86137,0.78378,0.84838,0.58997,2.54562,1.72755,2.5776,0.00479108,0.00479108,0.00479108
173,40873,2.34094,1.66796,2.34273,0.86167,0.78437,0.84842,0.58993,2.54399,1.72866,2.57663,0.00476062,0.00476062,0.00476062
174,41113.9,2.32338,1.66796,2.34297,0.85905,0.78716,0.84816,0.5901,2.54427,1.72445,2.5788,0.00473015,0.00473015,0.00473015
175,41353.1,2.3237,1.64846,2.3348,0.86303,0.78497,0.84863,0.59066,2.54327,1.72042,2.57741,0.00469969,0.00469969,0.00469969
176,41593.1,2.34253,1.65302,2.3485,0.86503,0.78583,0.84859,0.59109,2.54087,1.71858,2.57484,0.00466923,0.00466923,0.00466923
177,41810.1,2.3278,1.65915,2.33984,0.86323,0.78631,0.84889,0.59182,2.54014,1.7148,2.5739,0.00463877,0.00463877,0.00463877
178,41913.2,2.32472,1.64608,2.34029,0.86295,0.78605,0.84875,0.59245,2.53861,1.71451,2.57224,0.00460831,0.00460831,0.00460831
